station_id,state,district,water_body_type,year,month,temperature,pH,dissolved_oxygen,conductivity,turbidity,bod,nitrate,fecal_coliform,water_quality_class,water_status,risk_score
STN_1831,Bihar,Siwan,Lake,2022,6,18.77,6.73,5.88,1020.98,8.31,9.24,4.67,1275,Polluted,Polluted,6
STN_1832,West Bengal,Kolkata,Groundwater,2023,4,29.72,6.5,8.06,1390.98,12.64,8.44,38.23,483,Polluted,Polluted,6
STN_1833,Andhra Pradesh,Krishna,Groundwater,2022,1,34.51,8.65,4.66,1322.62,8.26,2.35,42.87,1079,Moderate,Polluted,8
STN_1834,Telangana,Karimnagar,River,2020,2,26.25,7.41,4.81,1359.82,3.63,4.01,11.65,1472,Moderate,Polluted,7
STN_1835,Karnataka,Mandya,River,2019,6,31.51,6.91,3.11,904.36,12.91,6.66,34.7,806,Polluted,Polluted,8
STN_1836,Tamil Nadu,Thanjavur,Lake,2022,4,23.3,6.99,8.52,846.35,11.09,9.13,33.69,1412,Polluted,Polluted,6
STN_1837,Maharashtra,Pune,River,2022,8,28.46,7.86,4.21,337.78,1.11,8.64,19.28,1080,Polluted,Polluted,7
STN_1838,Bihar,Saran,River,2019,4,31.48,8.67,3.76,1322.92,9.08,3.87,5.18,1618,Moderate,Polluted,10
STN_1839,West Bengal,Howrah,Groundwater,2023,1,17.95,8.05,3.37,404.42,14.15,7.56,8.69,662,Polluted,Polluted,8
STN_1840,Bihar,Patna,Lake,2022,6,34.13,6.9,4.52,741.52,19.85,8.26,35.57,1909,Polluted,Polluted,8
STN_1841,Bihar,Gaya,Groundwater,2021,4,19.74,7.24,6.81,585.36,7.62,7.29,17.15,355,Polluted,Polluted,6
STN_1842,Maharashtra,Nagpur,Lake,2022,9,19.7,8.1,5.22,369.19,6.48,6.92,1.36,164,Polluted,Polluted,6
STN_1843,West Bengal,Hooghly,Groundwater,2020,4,28.36,6.8,4.73,654.53,19.4,6.65,6.05,780,Polluted,Polluted,8
STN_1844,West Bengal,North 24 Parganas,Groundwater,2021,9,20.85,7.27,3.36,639.11,5.3,6.45,22.7,872,Polluted,Polluted,8
STN_1845,Telangana,Nizamabad,River,2019,4,20.6,7.23,8.36,262.0,18.97,6.34,17.1,443,Polluted,Polluted,6
STN_1846,Telangana,Adilabad,Lake,2020,4,16.85,7.05,6.88,885.22,18.53,7.3,43.81,1936,Polluted,Polluted,6
STN_1847,Rajasthan,Udaipur,Lake,2023,5,34.87,7.7,8.01,1409.06,11.13,1.18,10.5,1895,Safe,Moderate,4
STN_1848,Rajasthan,Kota,Groundwater,2019,6,19.29,7.64,7.77,358.0,15.11,8.63,2.99,515,Polluted,Polluted,6
STN_1849,Tamil Nadu,Cuddalore,Lake,2019,7,15.13,6.95,8.01,413.6,11.08,5.27,18.81,455,Moderate,Polluted,6
STN_1850,Karnataka,Tumakuru,Groundwater,2019,5,31.59,6.88,5.97,1321.15,15.98,9.35,35.1,813,Polluted,Polluted,6
STN_1851,Andhra Pradesh,Guntur,Lake,2021,2,33.43,7.46,4.95,488.92,19.62,2.72,38.42,1548,Moderate,Polluted,6
STN_1852,Rajasthan,Ajmer,Lake,2021,1,15.58,7.54,6.36,311.41,6.33,4.79,24.07,857,Moderate,Polluted,6
STN_1853,Madhya Pradesh,Indore,River,2021,4,30.7,8.16,5.52,728.58,3.33,8.25,44.8,1720,Polluted,Moderate,5
STN_1854,Rajasthan,Bikaner,Groundwater,2021,12,26.65,7.28,6.35,908.01,12.07,8.04,32.08,1077,Polluted,Polluted,6
STN_1855,Rajasthan,Alwar,River,2022,1,22.88,8.01,4.87,1272.66,18.36,3.9,13.61,899,Moderate,Polluted,8
STN_1856,Tamil Nadu,Chennai,Groundwater,2021,3,31.48,7.38,4.15,722.95,16.88,3.67,17.86,583,Moderate,Polluted,8
STN_1857,Madhya Pradesh,Jabalpur,Lake,2020,1,22.33,8.6,8.28,1478.92,2.17,5.86,20.08,1883,Moderate,Polluted,7
STN_1858,Rajasthan,Bharatpur,River,2019,1,20.6,6.62,6.35,204.96,14.76,2.56,25.26,1927,Safe,Moderate,4
STN_1859,Madhya Pradesh,Gwalior,Groundwater,2023,9,25.41,8.28,8.89,713.6,18.05,3.29,42.52,227,Moderate,Polluted,6
STN_1860,Andhra Pradesh,Palnadu,Groundwater,2022,8,18.05,8.49,4.18,1016.84,5.33,5.17,39.77,231,Moderate,Polluted,8
STN_1861,Rajasthan,Sikar,River,2022,12,32.18,7.47,5.65,880.1,14.38,6.02,6.64,1655,Polluted,Polluted,6
STN_1862,Maharashtra,Nashik,River,2019,2,29.34,8.62,6.86,472.35,15.01,4.24,33.74,240,Moderate,Polluted,8
STN_1863,Karnataka,Hassan,Lake,2020,1,16.2,7.18,3.15,721.32,15.91,9.43,1.73,1847,Polluted,Polluted,8
STN_1864,West Bengal,South 24 Parganas,River,2019,8,21.31,8.16,3.31,889.82,6.98,4.32,29.19,84,Moderate,Moderate,5
STN_1865,Rajasthan,Chittorgarh,Groundwater,2022,8,17.16,7.92,5.55,1495.81,1.18,4.82,24.79,1095,Moderate,Moderate,5
STN_1866,Rajasthan,Bhilwara,River,2019,9,26.79,7.58,4.47,1205.47,5.6,4.69,36.4,1419,Moderate,Polluted,8
STN_1867,Uttar Pradesh,Agra,Groundwater,2021,3,15.14,8.32,8.26,1080.64,16.03,4.18,40.11,619,Moderate,Polluted,6
STN_1868,Maharashtra,Thane,Lake,2019,6,24.29,7.21,4.03,615.02,11.5,1.68,32.94,704,Moderate,Polluted,6
STN_1869,Andhra Pradesh,Bapatla,Groundwater,2020,1,24.69,8.05,4.68,411.74,15.84,5.59,19.85,1060,Moderate,Polluted,8
STN_1870,Rajasthan,Pali,Lake,2022,6,16.61,6.55,3.01,903.7,13.75,1.72,29.25,653,Moderate,Polluted,6
STN_1871,Tamil Nadu,Coimbatore,River,2022,11,27.34,8.64,8.67,962.61,9.67,4.71,33.91,656,Moderate,Polluted,8
STN_1872,Telangana,Khammam,Lake,2022,6,21.01,6.96,5.73,1401.79,12.89,6.76,40.04,1355,Polluted,Polluted,6
STN_1873,Tamil Nadu,Madurai,Groundwater,2022,12,23.28,7.27,6.83,1129.56,13.92,1.19,1.15,703,Safe,Moderate,4
STN_1874,West Bengal,Nadia,Groundwater,2022,8,17.48,8.5,7.82,1361.03,19.12,4.29,4.46,553,Moderate,Polluted,6
STN_1875,West Bengal,Murshidabad,Groundwater,2019,2,18.33,7.89,6.08,218.91,10.68,7.0,11.02,1751,Polluted,Polluted,6
STN_1876,Maharashtra,Aurangabad,Groundwater,2023,12,19.95,6.83,8.18,1146.22,7.5,1.21,16.51,1899,Safe,Moderate,4
STN_1877,Uttar Pradesh,Meerut,Groundwater,2019,5,30.12,8.22,4.47,1138.59,7.9,6.08,31.14,1864,Polluted,Polluted,8
STN_1878,Andhra Pradesh,Prakasam,Groundwater,2022,3,26.69,6.66,7.92,424.79,8.23,1.62,7.79,207,Safe,Moderate,4
STN_1879,Karnataka,Shivamogga,River,2023,5,16.73,6.87,8.5,1229.15,7.28,9.17,6.16,712,Polluted,Polluted,6
STN_1880,Uttar Pradesh,Ghaziabad,Lake,2019,7,20.57,7.31,7.41,520.63,2.03,5.47,33.8,1733,Moderate,Moderate,5
STN_1881,Maharashtra,Solapur,River,2023,8,20.26,8.16,4.48,1075.06,8.25,7.02,28.2,1062,Polluted,Polluted,8
STN_1882,West Bengal,Bardhaman,River,2021,10,34.23,8.52,8.54,1388.68,5.18,4.99,7.1,1528,Moderate,Polluted,8
STN_1883,West Bengal,Birbhum,River,2022,6,24.22,7.18,6.7,1226.23,8.0,1.24,27.94,585,Safe,Moderate,4
STN_1884,Bihar,Nalanda,River,2019,3,34.69,7.27,7.54,1229.73,19.11,4.91,3.36,957,Moderate,Polluted,6
STN_1885,Andhra Pradesh,Nellore,Groundwater,2020,4,18.29,8.8,3.28,954.05,3.6,6.83,37.49,942,Polluted,Polluted,9
STN_1886,Karnataka,Davanagere,River,2022,12,30.07,7.67,6.66,276.66,17.54,1.25,9.41,1125,Safe,Moderate,4
STN_1887,Telangana,Mahabubnagar,Lake,2019,11,31.97,7.44,5.48,1046.71,10.17,9.4,4.33,576,Polluted,Polluted,6
STN_1888,Maharashtra,Kolhapur,River,2022,4,25.33,8.55,4.18,1070.04,10.35,6.46,17.63,1539,Polluted,Polluted,10
STN_1889,Telangana,Hyderabad,River,2019,11,20.3,7.77,5.43,1464.99,19.83,9.93,20.94,863,Polluted,Polluted,6
STN_1890,Andhra Pradesh,Kurnool,Groundwater,2019,9,27.36,7.43,6.02,1034.07,14.73,4.18,27.54,1688,Moderate,Polluted,6
STN_1891,Karnataka,Chitradurga,River,2021,1,19.4,6.99,3.26,1217.61,18.42,1.28,0.85,1894,Moderate,Polluted,6
STN_1892,Bihar,Bhagalpur,Lake,2022,12,24.12,7.97,7.99,272.39,6.21,6.82,44.91,995,Polluted,Polluted,6
STN_1893,Madhya Pradesh,Ujjain,Groundwater,2023,4,27.39,8.22,5.68,1192.74,7.4,7.65,39.54,295,Polluted,Polluted,6
STN_1894,Rajasthan,Jaipur,Groundwater,2019,2,34.14,8.28,6.94,1183.84,8.86,10.0,27.59,649,Polluted,Polluted,6
STN_1895,Maharashtra,Amravati,Lake,2019,2,22.75,7.12,3.3,442.7,7.5,4.35,29.16,678,Moderate,Polluted,8
STN_1896,Tamil Nadu,Tiruchirappalli,Groundwater,2021,5,17.02,6.59,6.31,403.83,17.9,4.73,3.46,427,Moderate,Polluted,6
STN_1897,Telangana,Rangareddy,River,2019,7,29.06,8.56,4.56,1080.69,6.57,3.51,40.55,1780,Moderate,Polluted,10
STN_1898,Maharashtra,Satara,River,2019,9,23.33,7.45,3.07,780.51,7.93,1.09,27.57,1361,Moderate,Polluted,6
STN_1899,Madhya Pradesh,Sagar,Lake,2020,11,19.17,8.74,5.87,848.35,14.47,9.28,40.08,1056,Polluted,Polluted,8
STN_1900,Madhya Pradesh,Rewa,River,2023,5,23.53,7.13,7.93,1461.88,15.91,9.71,7.49,797,Polluted,Polluted,6
STN_1901,Uttar Pradesh,Noida,River,2020,9,33.03,8.07,8.87,670.97,8.78,7.81,20.5,283,Polluted,Polluted,6
STN_1902,West Bengal,Malda,Groundwater,2021,3,23.13,6.75,8.92,1181.0,11.8,6.3,4.05,1222,Polluted,Polluted,6
STN_1903,Madhya Pradesh,Satna,River,2022,9,33.78,7.83,5.93,1339.2,14.66,8.81,20.6,1860,Polluted,Polluted,6
STN_1904,Uttar Pradesh,Gorakhpur,River,2019,10,26.7,7.51,5.76,447.25,8.01,7.18,35.21,846,Polluted,Polluted,6
STN_1905,Telangana,Medchal–Malkajgiri,Lake,2021,1,32.81,8.8,4.15,983.05,14.22,6.03,6.16,1131,Polluted,Polluted,10
STN_1906,West Bengal,Jalpaiguri,River,2023,12,17.04,8.04,8.52,825.58,11.5,3.64,44.3,151,Moderate,Polluted,6
STN_1907,Madhya Pradesh,Chhindwara,River,2022,4,30.48,7.08,5.4,1284.59,12.83,3.55,28.04,834,Moderate,Polluted,6
STN_1908,Karnataka,Ballari,River,2023,8,28.28,6.64,6.41,293.84,11.08,3.02,9.84,479,Moderate,Polluted,6
STN_1909,Andhra Pradesh,Visakhapatnam,River,2021,4,18.88,7.5,5.59,612.13,14.21,3.4,16.13,45,Moderate,Moderate,3
STN_1910,Telangana,Warangal,River,2021,7,30.27,6.86,3.42,728.02,10.48,1.36,8.47,1771,Moderate,Polluted,6
STN_1911,Madhya Pradesh,Khandwa,Lake,2023,6,32.54,7.89,3.88,1117.74,13.84,3.51,36.72,945,Moderate,Polluted,8
STN_1912,Karnataka,Belagavi,Groundwater,2023,11,16.55,7.54,3.34,1303.03,1.48,9.44,41.05,136,Polluted,Polluted,7
STN_1913,Madhya Pradesh,Ratlam,Groundwater,2020,3,34.25,8.63,4.18,786.46,6.82,8.91,19.68,1885,Polluted,Polluted,10
STN_1914,Bihar,Muzaffarpur,Groundwater,2019,2,21.05,7.61,8.48,1145.41,11.31,2.91,10.25,1350,Safe,Moderate,4
STN_1915,Bihar,Darbhanga,Lake,2023,5,32.31,7.04,6.51,1054.61,17.77,9.8,24.23,1260,Polluted,Polluted,6
STN_1916,Telangana,Hanamkonda,Groundwater,2022,9,16.46,8.13,5.52,678.55,16.17,5.34,16.08,338,Moderate,Polluted,6
STN_1917,Bihar,Purnia,Lake,2023,10,33.55,8.37,7.42,734.47,16.87,7.93,41.1,1263,Polluted,Polluted,6
STN_1918,Tamil Nadu,Salem,Groundwater,2021,8,32.69,6.81,5.23,525.45,7.14,2.12,16.97,200,Safe,Moderate,4
STN_1919,Andhra Pradesh,Anakapalli,River,2019,1,17.52,7.57,3.49,1090.19,15.08,1.6,17.16,1649,Moderate,Polluted,6
STN_1920,Uttar Pradesh,Bareilly,Groundwater,2023,5,19.62,8.53,6.95,385.12,1.7,5.3,14.76,1608,Moderate,Polluted,7
STN_1921,Tamil Nadu,Erode,River,2023,8,33.11,7.77,7.21,946.45,17.87,1.27,24.07,199,Safe,Moderate,4
STN_1922,Rajasthan,Jodhpur,River,2022,3,16.88,8.07,4.45,1185.4,13.34,7.23,12.86,145,Polluted,Polluted,8
STN_1923,Maharashtra,Jalgaon,Groundwater,2019,7,30.9,8.61,4.72,212.16,4.25,2.47,42.24,896,Moderate,Polluted,7
STN_1924,Rajasthan,Udaipur,River,2021,12,32.68,7.51,3.58,974.45,13.96,6.3,31.04,931,Polluted,Polluted,8
STN_1925,West Bengal,Darjeeling,Groundwater,2020,11,26.5,7.89,5.31,698.91,8.35,6.54,6.74,119,Polluted,Polluted,6
STN_1926,Maharashtra,Mumbai City,Lake,2021,8,15.86,6.65,8.13,934.77,13.02,5.28,36.15,1091,Moderate,Polluted,6
STN_1927,West Bengal,Kolkata,River,2021,1,25.9,8.76,6.39,1315.73,16.52,8.45,38.28,1499,Polluted,Polluted,8
STN_1928,Andhra Pradesh,Kakinada,Groundwater,2021,3,17.68,7.28,5.82,277.89,9.05,9.87,31.58,337,Polluted,Polluted,6
STN_1929,Telangana,Karimnagar,River,2019,10,30.04,7.51,6.79,1461.51,10.29,9.02,29.96,742,Polluted,Polluted,6
STN_1930,Andhra Pradesh,East Godavari,Lake,2023,7,19.53,7.07,8.3,848.32,19.05,4.1,4.35,23,Moderate,Moderate,3
STN_1931,Rajasthan,Kota,River,2022,3,22.53,7.76,6.58,782.85,14.96,1.6,20.36,888,Safe,Moderate,4
STN_1932,Telangana,Nizamabad,Groundwater,2022,1,28.01,8.71,4.68,1329.96,15.69,9.39,12.87,926,Polluted,Polluted,10
STN_1933,Bihar,Araria,Lake,2019,4,17.45,7.65,4.4,312.1,18.98,8.78,44.96,63,Polluted,Moderate,5
STN_1934,Madhya Pradesh,Dewas,Lake,2020,10,22.75,6.62,6.36,445.24,5.6,2.84,24.18,1191,Safe,Moderate,4
STN_1935,Madhya Pradesh,Bhopal,Lake,2022,4,26.8,6.75,5.11,1240.73,17.97,5.65,18.01,1366,Moderate,Polluted,6
STN_1936,Madhya Pradesh,Indore,Groundwater,2022,1,21.58,7.87,5.23,272.52,6.06,7.12,27.18,1796,Polluted,Polluted,6
STN_1937,Bihar,Begusarai,Groundwater,2023,9,31.79,7.59,4.46,1073.38,4.06,8.14,6.72,1003,Polluted,Polluted,7
STN_1938,West Bengal,Howrah,River,2022,3,34.33,7.28,7.34,447.38,1.86,3.53,16.7,149,Moderate,Moderate,5
STN_1939,Madhya Pradesh,Jabalpur,Lake,2021,5,32.19,6.95,6.55,299.74,6.76,6.94,30.67,49,Polluted,Moderate,3
STN_1940,Maharashtra,Mumbai Suburban,Groundwater,2022,1,34.98,8.06,7.98,464.57,17.82,8.1,14.65,1945,Polluted,Polluted,6
STN_1941,Maharashtra,Pune,Groundwater,2021,6,18.8,7.72,5.77,668.55,3.39,3.1,28.93,108,Moderate,Moderate,5
STN_1942,Madhya Pradesh,Gwalior,River,2023,2,15.99,7.06,5.16,336.44,2.64,4.08,32.39,891,Moderate,Moderate,5
STN_1943,Tamil Nadu,Tirunelveli,River,2022,12,27.74,7.53,8.67,935.3,18.41,4.9,5.32,1849,Moderate,Polluted,6
STN_1944,Maharashtra,Nagpur,Groundwater,2019,2,19.69,8.75,6.24,978.22,4.75,7.2,43.53,1413,Polluted,Polluted,7
STN_1945,Andhra Pradesh,West Godavari,Groundwater,2021,9,33.31,6.65,7.43,555.61,10.46,7.95,15.18,1528,Polluted,Polluted,6
STN_1946,Tamil Nadu,Thoothukudi,Groundwater,2020,12,21.26,7.88,5.02,266.89,12.24,5.81,20.87,730,Moderate,Polluted,6
STN_1947,Bihar,Samastipur,Lake,2022,3,26.09,6.52,5.78,687.83,2.96,3.69,18.88,586,Moderate,Moderate,5
STN_1948,Maharashtra,Nashik,River,2021,6,27.29,6.74,7.61,681.69,16.02,4.48,42.75,77,Moderate,Moderate,3
STN_1949,Uttar Pradesh,Aligarh,Lake,2022,5,22.0,8.48,5.7,423.99,2.71,4.5,4.11,1827,Moderate,Moderate,5
STN_1950,Madhya Pradesh,Ujjain,River,2021,9,21.12,7.67,7.96,1451.67,16.27,5.01,43.48,106,Moderate,Polluted,6
STN_1951,Tamil Nadu,Vellore,Lake,2021,8,15.64,6.61,8.56,692.05,10.03,1.48,29.45,764,Safe,Moderate,4
STN_1952,Uttar Pradesh,Lucknow,Lake,2023,3,34.26,7.65,5.34,662.18,18.91,8.87,15.95,1409,Polluted,Polluted,6
STN_1953,Karnataka,Dharwad,River,2019,4,20.35,6.69,6.21,1467.63,17.21,3.45,42.16,1788,Moderate,Polluted,6
STN_1954,Tamil Nadu,Dindigul,River,2019,4,34.43,8.08,7.01,542.45,17.39,9.37,36.01,1944,Polluted,Polluted,6
STN_1955,West Bengal,Hooghly,Groundwater,2019,12,16.7,7.71,8.13,469.68,14.25,2.97,11.02,1531,Safe,Moderate,4
STN_1956,Maharashtra,Thane,River,2023,10,25.16,7.89,5.63,1028.08,13.92,4.02,9.55,1805,Moderate,Polluted,6
STN_1957,West Bengal,North 24 Parganas,Groundwater,2023,8,17.32,8.65,8.27,1336.02,15.14,5.0,20.48,159,Moderate,Polluted,8
STN_1958,Telangana,Adilabad,Lake,2021,4,22.73,8.79,6.08,978.05,19.22,1.84,0.87,1243,Moderate,Polluted,6
STN_1959,Bihar,Siwan,Groundwater,2022,6,18.62,8.71,5.97,1002.42,2.32,1.12,34.23,621,Moderate,Moderate,5
STN_1960,Uttar Pradesh,Kanpur Nagar,Lake,2020,1,31.3,7.1,5.15,273.49,15.71,7.45,0.94,1247,Polluted,Polluted,6
STN_1961,Uttar Pradesh,Kanpur Dehat,River,2020,9,18.57,7.26,4.13,499.58,15.65,7.37,3.04,1158,Polluted,Polluted,8
STN_1962,Rajasthan,Ajmer,Groundwater,2021,2,23.46,6.88,5.8,561.13,9.22,2.11,25.29,1128,Safe,Moderate,4
STN_1963,Bihar,Saran,Lake,2022,2,20.36,7.82,6.65,365.61,15.25,7.39,14.95,1507,Polluted,Polluted,6
STN_1964,Madhya Pradesh,Sagar,Groundwater,2023,1,27.59,6.66,8.24,663.26,4.37,5.71,4.59,958,Moderate,Moderate,5
STN_1965,Tamil Nadu,Thanjavur,River,2021,7,21.03,7.59,3.56,209.16,3.45,6.56,24.01,150,Polluted,Polluted,7
STN_1966,Maharashtra,Aurangabad,Groundwater,2021,5,15.62,7.57,3.32,1343.27,2.49,7.46,19.98,137,Polluted,Polluted,7
STN_1967,Bihar,Patna,Groundwater,2020,2,29.7,8.74,5.33,242.74,17.35,3.99,40.39,1893,Moderate,Polluted,8
STN_1968,Maharashtra,Solapur,River,2020,8,32.84,8.38,3.15,1453.96,4.33,6.29,40.25,1431,Polluted,Polluted,7
STN_1969,Karnataka,Bengaluru Urban,Lake,2022,10,29.62,7.61,8.49,723.67,6.38,4.39,20.7,1338,Moderate,Polluted,6
STN_1970,Madhya Pradesh,Rewa,Groundwater,2019,4,28.46,8.22,5.07,469.49,8.0,1.38,13.27,1430,Safe,Moderate,4
STN_1971,Maharashtra,Kolhapur,River,2019,12,34.85,8.56,6.75,1341.67,9.24,1.95,23.77,483,Moderate,Polluted,6
STN_1972,West Bengal,South 24 Parganas,River,2019,4,23.08,8.29,8.22,1331.76,12.58,4.29,29.76,659,Moderate,Polluted,6
STN_1973,Uttar Pradesh,Varanasi,Lake,2023,11,28.67,7.36,6.97,1083.87,14.72,7.85,10.12,890,Polluted,Polluted,6
STN_1974,Rajasthan,Bikaner,Lake,2023,8,15.16,8.31,5.07,552.11,9.85,4.4,37.31,136,Moderate,Polluted,6
STN_1975,Andhra Pradesh,Krishna,Lake,2023,2,20.11,6.57,7.28,1187.14,19.8,6.67,35.18,1112,Polluted,Polluted,6
STN_1976,Telangana,Khammam,Groundwater,2021,7,23.2,7.83,6.97,628.05,3.83,7.12,24.65,1597,Polluted,Moderate,5
STN_1977,Madhya Pradesh,Satna,Lake,2023,2,26.06,7.31,5.58,1169.63,3.26,9.91,35.37,1257,Polluted,Moderate,5
STN_1978,Andhra Pradesh,Guntur,River,2023,3,31.35,7.02,5.66,525.82,1.1,6.05,2.04,573,Polluted,Moderate,5
STN_1979,Rajasthan,Alwar,River,2020,5,15.76,8.57,3.4,886.84,17.41,2.63,34.92,1771,Moderate,Polluted,8
STN_1980,Bihar,Gaya,Lake,2019,7,19.29,8.21,4.5,1452.51,13.31,3.8,10.67,1816,Moderate,Polluted,8
STN_1981,Tamil Nadu,Cuddalore,Groundwater,2023,10,30.32,8.45,8.37,1083.77,16.7,8.97,43.31,1839,Polluted,Polluted,6
STN_1982,Maharashtra,Amravati,Lake,2020,8,18.89,6.51,8.55,358.23,15.71,4.87,12.73,183,Moderate,Polluted,6
STN_1983,Uttar Pradesh,Prayagraj,River,2020,1,33.88,6.68,3.15,1431.0,3.61,3.25,2.49,1709,Moderate,Polluted,7
STN_1984,Uttar Pradesh,Agra,Lake,2023,10,16.65,6.99,3.66,1077.99,14.12,8.77,32.01,1815,Polluted,Polluted,8
STN_1985,Andhra Pradesh,Palnadu,Groundwater,2022,12,16.4,7.19,4.56,1174.83,2.16,3.45,26.17,1568,Moderate,Polluted,7
STN_1986,Uttar Pradesh,Meerut,Lake,2022,1,25.48,8.18,5.14,493.43,13.38,8.88,31.74,1749,Polluted,Polluted,6
STN_1987,Uttar Pradesh,Ghaziabad,River,2023,11,15.77,8.08,3.71,948.17,16.46,2.68,30.15,1274,Moderate,Polluted,6
STN_1988,Rajasthan,Bharatpur,Lake,2022,8,15.45,6.65,3.64,674.32,2.77,1.1,22.34,1007,Moderate,Moderate,5
STN_1989,Telangana,Mahabubnagar,Lake,2019,10,19.19,7.73,8.2,1362.0,17.35,2.89,26.19,137,Safe,Moderate,4
STN_1990,Tamil Nadu,Chennai,Lake,2019,11,29.36,7.57,4.19,859.22,6.98,5.84,21.52,1007,Moderate,Polluted,8
STN_1991,Karnataka,Bengaluru Rural,Lake,2021,9,26.85,8.1,7.7,471.45,6.28,4.58,12.54,1299,Moderate,Polluted,6
STN_1992,Rajasthan,Sikar,Lake,2022,9,33.19,7.85,7.32,1168.97,7.1,5.08,27.5,1001,Moderate,Polluted,6
STN_1993,Rajasthan,Chittorgarh,Lake,2019,4,29.85,7.61,6.65,1465.38,8.11,4.31,34.82,196,Moderate,Polluted,6
STN_1994,Maharashtra,Satara,Lake,2019,3,20.57,7.04,8.3,681.76,15.28,1.8,38.36,1412,Safe,Moderate,4
STN_1995,Uttar Pradesh,Noida,Groundwater,2021,11,25.23,8.66,4.36,1489.23,6.1,6.18,33.31,810,Polluted,Polluted,10
STN_1996,Madhya Pradesh,Chhindwara,Lake,2020,3,25.9,8.4,8.78,1008.43,3.02,9.0,16.49,1131,Polluted,Moderate,5
STN_1997,West Bengal,Nadia,Groundwater,2023,8,25.63,8.79,5.56,607.53,10.3,6.75,43.65,1949,Polluted,Polluted,8
STN_1998,Andhra Pradesh,Bapatla,Lake,2019,5,17.79,8.59,4.58,743.37,11.08,9.57,3.63,201,Polluted,Polluted,10
STN_1999,Uttar Pradesh,Gorakhpur,Lake,2020,5,22.47,6.86,6.33,478.67,18.04,6.86,44.18,603,Polluted,Polluted,6
STN_2000,Uttar Pradesh,Bareilly,River,2020,10,28.33,6.71,3.75,595.01,13.02,6.97,21.75,841,Polluted,Polluted,8
STN_2001,Bihar,Nalanda,Lake,2020,12,34.43,8.25,3.48,721.1,17.74,9.88,34.2,222,Polluted,Polluted,8
STN_2002,Madhya Pradesh,Khandwa,Lake,2021,1,19.99,6.68,8.36,975.05,4.48,6.0,19.02,1655,Moderate,Moderate,5
STN_2003,Telangana,Hyderabad,Groundwater,2021,4,18.89,7.7,8.01,369.08,13.29,5.79,11.86,991,Moderate,Polluted,6
STN_2004,Bihar,Bhagalpur,Lake,2021,12,32.55,7.59,8.17,607.94,4.32,5.11,22.3,379,Moderate,Moderate,5
STN_2005,Maharashtra,Jalgaon,River,2021,3,20.35,7.41,3.4,569.59,8.84,7.97,4.27,1960,Polluted,Polluted,8
STN_2006,Uttar Pradesh,Aligarh,Groundwater,2022,11,15.37,7.1,7.31,275.04,13.28,2.04,17.55,1301,Safe,Moderate,4
STN_2007,Karnataka,Mysuru,Groundwater,2023,6,31.98,8.76,8.25,613.67,8.44,8.23,38.42,956,Polluted,Polluted,8
STN_2008,Andhra Pradesh,Prakasam,River,2019,7,25.58,7.56,8.66,711.5,1.3,8.55,23.51,1958,Polluted,Moderate,5
STN_2009,Uttar Pradesh,Lucknow,Groundwater,2023,7,17.56,8.69,3.46,1471.06,9.87,5.59,25.61,410,Moderate,Polluted,10
STN_2010,Uttar Pradesh,Kanpur Nagar,Groundwater,2019,8,20.22,6.93,6.66,1023.1,18.1,8.9,37.12,841,Polluted,Polluted,6
STN_2011,Karnataka,Mandya,River,2021,12,31.21,6.71,8.09,1208.27,11.05,3.6,23.86,124,Moderate,Polluted,6
STN_2012,Madhya Pradesh,Ratlam,Groundwater,2023,1,32.31,8.78,6.72,1004.45,17.0,7.72,16.38,316,Polluted,Polluted,8
STN_2013,Telangana,Rangareddy,Lake,2019,10,17.89,8.59,3.94,1022.99,3.12,7.55,34.36,1016,Polluted,Polluted,9
STN_2014,Karnataka,Tumakuru,River,2022,4,16.47,7.03,4.44,1027.99,17.25,6.31,35.29,1360,Polluted,Polluted,8
STN_2015,Bihar,Muzaffarpur,River,2022,12,32.83,7.73,5.58,1385.15,10.78,9.34,29.04,662,Polluted,Polluted,6
STN_2016,Tamil Nadu,Coimbatore,Groundwater,2023,8,30.1,6.64,3.44,1491.01,1.36,4.62,36.66,1527,Moderate,Polluted,7
STN_2017,Madhya Pradesh,Dewas,River,2023,9,32.45,8.0,3.3,489.25,16.46,8.39,30.56,281,Polluted,Polluted,8
STN_2018,Andhra Pradesh,Nellore,Groundwater,2023,8,19.86,7.37,6.47,764.82,1.5,9.79,12.02,647,Polluted,Moderate,5
STN_2019,West Bengal,Murshidabad,River,2020,12,26.17,7.21,6.78,1206.38,18.4,3.75,25.29,1557,Moderate,Polluted,6
STN_2020,Andhra Pradesh,Kurnool,Lake,2022,4,25.94,8.14,6.84,622.03,13.73,4.93,33.52,811,Moderate,Polluted,6
STN_2021,Telangana,Medchal–Malkajgiri,Groundwater,2020,1,21.87,7.29,3.99,886.74,17.52,2.08,40.58,569,Moderate,Polluted,6
STN_2022,Telangana,Warangal,Lake,2021,1,32.26,8.1,4.03,1297.08,3.95,2.31,15.87,287,Moderate,Moderate,5
STN_2023,Rajasthan,Bhilwara,Groundwater,2021,3,33.22,8.72,8.96,496.92,13.8,3.97,17.69,1545,Moderate,Polluted,8
STN_2024,Tamil Nadu,Madurai,Lake,2019,2,29.78,7.56,4.11,1385.86,1.48,9.9,31.26,308,Polluted,Polluted,7
